Sample	logFC	pval	pval_corr	log_pval
SUN3	1.6725780455043484	0.04412826705668496	1.0	-0.0
VSTM1	1.672531839630362	0.26070907298614504	1.0	-0.0
SPATA21	1.6710620680845625	0.08501955048679699	1.0	-0.0
SYT1	1.6697832053033688	0.05121775711802683	1.0	-0.0
CHRNB4	1.668978786221909	0.026722379387258424	1.0	-0.0
KIAA1199	1.6682889230567035	0.004988550988356795	1.0	-0.0
KIF4B	1.6682308684776248	1.1803546379755101e-09	2.4232680717637224e-05	4.615598539784096
NDST4	1.6677349461512259	0.4690405249542503	1.0	-0.0
CACNG4	1.6676056948078575	0.0002781629441453845	1.0	-0.0
IL4I1	1.666351645742619	0.0003434939723730857	1.0	-0.0
C15orf28	1.666284360347683	0.09926687024800838	1.0	-0.0
HAP1	1.665678324006235	0.009182387785838944	1.0	-0.0
FANCB	1.6652935157185045	1.5572131602066076e-16	3.1969586179041654e-12	11.495262985289834
DPY19L2P1	1.6647246669817553	0.0005340418459856734	1.0	-0.0
PODXL2	1.6646634460357053	2.093056709464722e-12	4.297045424531074e-08	7.366830055317978
KRT34	1.6625880457431284	0.37664781653875934	1.0	-0.0
C12orf48	1.6604828891080272	1.7944193979486388e-19	3.6839430239885556e-15	14.433687095239227
AHSP	1.6600623901657388	0.40199552049693454	1.0	-0.0
OR51E2	1.6598597498286258	0.15949995423808874	1.0	-0.0
TBR1	1.6594622906622463	0.2871141536628266	1.0	-0.0
SIGLEC15	1.6592033117005425	0.020821575817823564	1.0	-0.0
TFDP3	1.6585698684044459	0.3657600680410432	1.0	-0.0
HIST1H2BJ	1.6580052563463052	7.577066958726204e-07	0.015555718466264898	1.8081099254920534
CKS2	1.656584822560765	2.3179735669392432e-20	4.758799732926266e-16	15.322502571459934
IFI6	1.6538581415188318	9.641495840383404e-07	0.01979399096030713	1.7034666324083687
WDR62	1.6530909836554741	2.5182348406230106e-10	5.169936127799041e-06	5.286514822382997
SLC7A5	1.6515540940353706	1.944346368227816e-05	0.39917430939717063	0.39883741739988643
RBMXL2	1.6515517270501916	0.2655452340014179	1.0	-0.0
HES5	1.6496507944070253	0.11534278779237593	1.0	-0.0
PRAMEF4	1.64950311838477	0.5181089593701242	1.0	-0.0
NAA11	1.6483065833448602	0.13082765286665318	1.0	-0.0
PAFAH1B3	1.647051759145107	7.686067501173629e-16	1.577949657990946e-11	10.801906856389902
DIAPH3	1.6462291383595469	3.226751674188777e-13	6.624521187109559e-09	8.17884550657018
HMGB3	1.6447939169380472	1.8688362438163298e-06	0.03836720808554925	1.4160398024997567
RUFY4	1.6434973628092768	0.005055941638491109	1.0	-0.0
NFE2L3	1.6430176089499682	2.155454649868433e-11	4.425148396179893e-07	6.354072160771482
GAGE2C	1.6404081728723223	0.19468344196316828	1.0	-0.0
ENO2	1.6365956685686402	3.805220688592979e-08	0.0007812118073681386	3.107231201333906
RNASEH2A	1.6354376457311561	5.89516955485318e-17	1.2102783096113579e-12	11.917114749989114
TRPM2	1.6337535175814075	1.1173910090586486e-14	2.2940037415974054e-10	9.639405878085238
NFE2	1.6337358299198357	0.105330989906759	1.0	-0.0
HTR6	1.633116508286132	0.026783580407997942	1.0	-0.0
NRCAM	1.6323649172669974	0.0004392191344215513	1.0	-0.0
PNLDC1	1.6323045053050285	0.07587901670231482	1.0	-0.0
ECE2	1.631511162017821	5.103662330365385e-10	1.0477818764240134e-05	4.979729117853252
SPAG5	1.630364010321527	2.3993134648535933e-19	4.925790543344427e-15	14.307524059367344
HIST1H4C	1.6287411148195456	0.0283945124365921	1.0	-0.0
CGREF1	1.6273623336831982	6.996656367535922e-11	1.4364135522551248e-06	5.84272050605094
ABCA12	1.627127550409825	0.002534425241853515	1.0	-0.0
C11orf41	1.627100521290715	8.289666638162618e-05	1.0	-0.0
GOLGA6L6	1.6255053930735683	0.17761239135048434	1.0	-0.0
H2AFB1	1.6218307675007837	0.15904296422150585	1.0	-0.0
DLX4	1.6216543939412609	3.384416489230268e-06	0.0694820705238974	1.158127248317842
ATAD2	1.6214147621356947	4.003463390462745e-21	8.219110340620017e-17	16.085175189159447
DGCR10	1.6208310571144968	0.00010881392738027121	1.0	-0.0
DCLK2	1.6205814116517683	0.009693893187509052	1.0	-0.0
CCL26	1.620129335585558	0.08418960327609237	1.0	-0.0
GCK	1.6197249423770295	0.399819023335545	1.0	-0.0
PRSS50	1.6194626287836482	0.014566328888598892	1.0	-0.0
RHEBL1	1.618949114795098	1.2433000001356968e-11	2.5524949002785856e-07	6.593035116932759
CTXN1	1.6189264677452702	8.298393291475706e-05	1.0	-0.0
STAG3	1.6182547200774478	0.09387959024066536	1.0	-0.0
HBE1	1.6178168971979208	0.08794242036459335	1.0	-0.0
LPPR3	1.6172765049055382	0.07462887043385437	1.0	-0.0
PCDH15	1.6171411920920695	0.10047381724627938	1.0	-0.0
MSC	1.614934318603118	0.019254367232911716	1.0	-0.0
C17orf77	1.6126208991766589	0.07520678684800287	1.0	-0.0
STMN4	1.6122954941354886	0.07177540001587447	1.0	-0.0
DDX53	1.6122192261354438	0.039040869281924045	1.0	-0.0
PVT1	1.6098386832875615	1.8220173215574952e-12	3.7406015611575376e-08	7.427058549221254
CLDN9	1.6097800423117938	0.007070627432075981	1.0	-0.0
FANCD2	1.6085286797132863	2.6682444995334545e-20	5.477905957542182e-16	15.261385427808795
ODZ1	1.6084494730793937	0.0016910767358775199	1.0	-0.0
SP9	1.6082742467664815	0.026207656784395864	1.0	-0.0
TTYH3	1.6079769598733904	1.0392483855311513e-16	2.1335769354954535e-12	11.67089169212564
LOC285740	1.6078805635652587	0.0783954937175483	1.0	-0.0
KEL	1.6070973691763402	0.23160559646811302	1.0	-0.0
GJB7	1.6059505877284819	0.000414627453422892	1.0	-0.0
GPHA2	1.604740313369229	0.2791760811120661	1.0	-0.0
IFITM5	1.6046701673721926	0.3837785868831194	1.0	-0.0
EPHX4	1.6043377979528124	3.086530711383175e-07	0.006336647550469658	2.198140448018038
ADAM12	1.6036978749897939	2.7303805680352243e-06	0.056054713061763156	1.2513878661972029
SYT3	1.59993894125064	0.10643743229446308	1.0	-0.0
GNG4	1.5982396676275048	0.0005736010827066913	1.0	-0.0
RACGAP1	1.5982369163277657	1.5828899232053926e-26	3.249673012340671e-22	21.48816033627665
CRMP1	1.5981709271977147	0.00025796480458490896	1.0	-0.0
PRSS33	1.59790074756192	0.3487644802596628	1.0	-0.0
RHBDL1	1.5978837596157334	6.335538623570319e-07	0.013006860794189865	1.8858275077634474
KRTAP19-1	1.5964486592552045	0.25858816257054457	1.0	-0.0
COL9A1	1.5953601873732675	0.06871406752415725	1.0	-0.0
MAGED4B	1.5946648587379642	2.195240914844432e-06	0.045068295981756185	1.3461288621577916
DRGX	1.5930313399446923	0.16163046251208119	1.0	-0.0
MLLT11	1.5920725970830896	4.4587511444497334e-05	0.9153816099555303	0.03839781681046832
WFDC12	1.5913596900071805	0.2741836479117061	1.0	-0.0
SUMO1P1	1.59086850374054	0.05557077968493727	1.0	-0.0
CDH7	1.5907015528956003	0.0601740065764777	1.0	-0.0
SLC35F1	1.5899673350158832	0.021857620865546993	1.0	-0.0
C7orf68	1.5881829285460132	7.683014330277524e-05	1.0	-0.0
MTBP	1.5881510028725296	2.0071970419753717e-22	4.120775527175438e-18	17.385021042346132
IGF2BP2	1.587074903189432	4.6179635336794437e-10	9.480679134643898e-06	5.023160551494834
TBC1D3G	1.5869252601706276	0.0003592678737293421	1.0	-0.0
CNIH3	1.5865840882911773	0.0019301920845774614	1.0	-0.0
CYP4Z1	1.5850670991811597	0.3831719127567086	1.0	-0.0
PRPH	1.584977310272805	0.3835068197480782	1.0	-0.0
POSTN	1.5843574219463363	0.0005892440077346697	1.0	-0.0
KCNV2	1.5835778075770601	0.16110018861129777	1.0	-0.0
LECT1	1.5832906579506285	0.3433803789135572	1.0	-0.0
KCNC2	1.5810396590492086	0.15775651290186926	1.0	-0.0
KRT72	1.579744975886536	0.4962672381821961	1.0	-0.0
COL5A2	1.5790909648425693	4.6509988481055955e-07	0.009548500635160788	2.020064818677867
C21orf125	1.5768948619779297	0.0009909094128156973	1.0	-0.0
PPFIA4	1.5763844493466719	0.00015893119914733294	1.0	-0.0
CLEC2A	1.576136933622018	0.23171033276096129	1.0	-0.0
PADI3	1.5756389028195903	0.07223341284019258	1.0	-0.0
INSL3	1.5735365029321384	0.4419999894371096	1.0	-0.0
LEF1	1.5727535496160252	0.004740274528539375	1.0	-0.0
DLGAP3	1.5719860609094205	0.0024978081654404606	1.0	-0.0
CCR9	1.571947569960002	0.495805848919894	1.0	-0.0
CSH1	1.5677476256813994	0.5633178792797268	1.0	-0.0
HAPLN4	1.5663036965009827	0.15584548937983267	1.0	-0.0
KIFC2	1.5654018071657863	1.9447406743575275e-10	3.992552604456004e-06	5.398749353041837
SBK1	1.5650656280901076	4.3647108032388923e-10	8.960751279049446e-06	5.047655577093736
FZD9	1.5647213449550215	0.0034623809038930122	1.0	-0.0
TTC24	1.5637158110291018	0.07374001203608956	1.0	-0.0
C19orf45	1.5632431650352914	9.957205268573964e-05	1.0	-0.0
NLRP2	1.561466249698455	0.012794305398473331	1.0	-0.0
OTUD6A	1.56101139906659	0.6284753064965467	1.0	-0.0
FCRLA	1.5605632392149946	0.22838109233464793	1.0	-0.0
HSFY2	1.5600032075202883	0.5864310142068981	1.0	-0.0
GLB1L3	1.5598002177996184	0.08572001740675	1.0	-0.0
GLYATL3	1.559031752436864	0.48632669317191213	1.0	-0.0
BRSK1	1.5585585362814411	0.00033583791719078953	1.0	-0.0
ENPP3	1.5584547942926434	0.04540154414010049	1.0	-0.0
LCE2A	1.5578120716588322	0.25062696012368885	1.0	-0.0
SLITRK1	1.5574289592520203	0.08752347789403726	1.0	-0.0
ADA	1.5568174368899363	0.006307736745313404	1.0	-0.0
RMRP	1.5561608745029032	0.16771816434274317	1.0	-0.0
IL11	1.5560048525133165	0.054724564978695725	1.0	-0.0
CENPH	1.555103236056655	6.859369768660175e-20	1.408228613505934e-15	14.85132683558836
ATP2B3	1.5544263081975265	0.16633539939842978	1.0	-0.0
FAM135B	1.5534391900290627	0.009255531073000435	1.0	-0.0
SLC6A5	1.5523450969709516	0.7239450145675175	1.0	-0.0
BSN	1.5523196709123326	0.02828086509804951	1.0	-0.0
OTX1	1.5522477397302188	5.636062786847789e-06	0.11570836901398511	0.936635228039207
RGS4	1.551451785153919	0.05463565756480684	1.0	-0.0
C12orf70	1.5512480461185263	1.932660081044274e-06	0.039677511463838945	1.4014555742047063
FUT9	1.5494962037078315	0.017467513152752943	1.0	-0.0
AP3B2	1.5491829454814585	0.000467369174265717	1.0	-0.0
LHFPL5	1.5484263650712333	0.0006428605477515663	1.0	-0.0
CPNE9	1.548272267043818	0.0891013211766198	1.0	-0.0
CPT1C	1.5467182386634386	2.4545169200602137e-05	0.5039123236883619	0.2976450204011154
HMGA1	1.5461010395359605	5.538530347328948e-12	1.137060280306633e-07	6.944216510940597
COL9A3	1.5451492886815625	0.28525103004545516	1.0	-0.0
LOXL2	1.544288224297226	5.5440440867918045e-06	0.11381922510183574	0.943784375458869
SLITRK2	1.54401315541529	0.006998232095559995	1.0	-0.0
C8orf56	1.542876144981236	0.02408292767890514	1.0	-0.0
CRABP2	1.5410808702975327	0.00021294957110101116	1.0	-0.0
KRT17	1.5402733900919845	0.017404363171978587	1.0	-0.0
MCM4	1.539635895557094	3.1562777572185037e-18	6.479838235569588e-14	13.188435835838728
REEP2	1.5395555478640084	0.0041064528095959415	1.0	-0.0
MYH8	1.5338713948754243	0.7021227435132422	1.0	-0.0
WNT16	1.5332136627409194	0.4418156539280397	1.0	-0.0
FEN1	1.5311990457460123	3.7694297006533897e-25	7.738639175441409e-21	20.11133540243811
RD3	1.5299523345235808	0.2686903071902881	1.0	-0.0
DEFB119	1.5297663008372588	0.5851130892262066	1.0	-0.0
PSMC3IP	1.5294781823111938	3.3791386691151527e-20	6.937371687693408e-16	15.158805036423077
NRG3	1.5292164892699596	0.0020581663582096665	1.0	-0.0
KCNJ9	1.5274337765782522	0.1346068082379784	1.0	-0.0
HCN2	1.5270294513512672	0.005352891510943773	1.0	-0.0
PCSK1N	1.5257939162644618	0.08353353504405694	1.0	-0.0
RIMS2	1.5257594558594176	0.0004204317212908214	1.0	-0.0
DHRS2	1.523987688164084	0.12300622942106589	1.0	-0.0
NELL2	1.5236501468513852	0.0027458392608468688	1.0	-0.0
POMC	1.5229618568478251	0.5797872887464139	1.0	-0.0
LOXL3	1.522911619083657	0.09661322384026141	1.0	-0.0
PDCL2	1.5220611676518851	0.09878179219293264	1.0	-0.0
FAM163B	1.5220590043024482	0.14486024925432367	1.0	-0.0
PAEP	1.5218926834928954	0.6325609562521048	1.0	-0.0
FAM171A2	1.5217914802111254	1.4962326362121246e-05	0.3071765602143492	0.5126119271755196
POC1A	1.5204129194206466	1.9036558444341335e-17	3.908205448623276e-13	12.40802261412979
PI3	1.5195482913538978	0.1302722358613107	1.0	-0.0
SPSB4	1.5194045733473676	0.010267655808286398	1.0	-0.0
JAKMIP1	1.5193208896927004	0.03182048098917091	1.0	-0.0
KRT75	1.5189632211362394	0.2050554766834135	1.0	-0.0
KCNH5	1.5184953830282015	0.07115627247933645	1.0	-0.0
S100A5	1.5180810356223393	0.01624803729522711	1.0	-0.0
PCDH8	1.5167342132041677	0.020152590162558243	1.0	-0.0
CLGN	1.5165139893880086	0.00034378403778941285	1.0	-0.0
AMZ1	1.5162566275957432	0.0031218567187035486	1.0	-0.0
STMN1	1.5158388618332772	9.792786460452512e-13	2.0104590603309006e-08	7.696704766158886
SNHG3	1.515704794235834	5.429251448639981e-10	1.114625322405788e-05	4.952871094730222
LCT	1.5144576690336295	0.05998136043258952	1.0	-0.0
DBX2	1.5129554139899395	0.14440238809154574	1.0	-0.0
FSCN1	1.5104080686100634	1.6522543786066896e-08	0.0003392078239279534	3.469534139170188
TAF7L	1.508461487532296	0.06608765039820022	1.0	-0.0
PABPC1L	1.50660132498487	3.915143184529518e-14	8.0377889578391e-10	9.094863400936864
HTR5A	1.5057928087832446	0.19267283483335162	1.0	-0.0
DCAF8L2	1.5042875727864673	0.05132651488182338	1.0	-0.0
CELF5	1.504251491083176	0.019245137074239995	1.0	-0.0
SYT6	1.5040871982789303	0.06326850746909785	1.0	-0.0
HSF2BP	1.5026719109109998	3.815360230213519e-11	7.832934552628355e-07	6.106075502150245
FOXE3	1.5024835291374246	0.03252274003722568	1.0	-0.0
FEZF2	1.497930408656756	0.3527618062256961	1.0	-0.0
SGOL2	1.4978696117282553	1.9407828366105407e-22	3.98442716356144e-18	17.399634107790284
MAGEB16	1.4953490075959182	0.3440867469797656	1.0	-0.0
GRM2	1.4924696449946944	0.0033828517786208025	1.0	-0.0
NUDT1	1.4920294189120913	2.92478025673663e-11	6.004573867080301e-07	6.221517808201518
LRFN1	1.4891767674366019	1.4274108150033554e-10	2.9304744032018883e-06	5.5330620676953375
GABRB1	1.4873851359090466	0.048787477561312895	1.0	-0.0
FAM75A2	1.4871218040970835	0.06495681290422269	1.0	-0.0
LGALS14	1.4860258763017937	0.6056977107982355	1.0	-0.0
TNFRSF18	1.485116455577498	0.00019474846644097407	1.0	-0.0
GPR84	1.4850061405765866	6.187178872543779e-09	0.00012702278225332377	3.8961183788900287
LRRC16B	1.4848873361493808	0.0001785814453095445	1.0	-0.0
LOC284551	1.4844083114445081	0.35320223464661304	1.0	-0.0
QPCT	1.4836383740747774	0.005868288159625214	1.0	-0.0
ADAM8	1.483347639648236	1.4995936223950345e-07	0.003078665706777006	2.511637465882118
CDCA4	1.4831492820405394	9.043664877602558e-16	1.8566643993718053e-11	10.73126658989113
MFSD2B	1.483028251594046	1.2938047259748532e-07	0.0026561811024263735	2.575742317442923
WNT6	1.482626157675571	0.08147030224727514	1.0	-0.0
BEAN	1.4824879845881682	5.772751351562411e-05	1.0	-0.0
LOC152225	1.4814760834730358	0.39651143055444915	1.0	-0.0
PPEF1	1.4797874027044982	0.00042539976645156164	1.0	-0.0
IL1A	1.4779688803713702	0.06959592614322342	1.0	-0.0
TMEM130	1.4771149086297184	0.045787523979732125	1.0	-0.0
YJEFN3	1.4763121847977718	4.862338806042078e-05	0.9982381568804386	0.0007658335823948092
C8orf73	1.4759502654432257	1.8892156075742723e-07	0.003878559642349981	2.4113295258275493
NME1	1.4742425077959158	8.796745690946537e-15	1.805971890351324e-10	9.743289013690461
MAGEB6	1.474124241210372	0.026335150746672663	1.0	-0.0
CNPY1	1.4734261516801088	0.049478817963797564	1.0	-0.0
CDH24	1.471949839720482	2.414607642434485e-14	4.957189489917998e-10	9.30476447975273
PDYN	1.471206054484668	0.5433289464622074	1.0	-0.0
KIF26B	1.470311841490294	1.9286034087291893e-08	0.00039594227981210256	3.402368120605233
TMEM132B	1.4680840544622829	0.08266398802510498	1.0	-0.0
CSH2	1.4674962341796296	0.45800581756979153	1.0	-0.0
VSX2	1.466840299341309	0.43915898816523224	1.0	-0.0
HSF4	1.4652929496101548	0.00020403825092931883	1.0	-0.0
PNMA2	1.4651049176463893	0.0003742512626191449	1.0	-0.0
LOC84931	1.4648562899995985	0.12215482537654214	1.0	-0.0
ZFP57	1.4631091763142026	0.14735767589050244	1.0	-0.0
C17orf96	1.4620814268754643	0.00013383309406020898	1.0	-0.0
C8orf46	1.4619375318525263	0.02751780452715994	1.0	-0.0
ZNF469	1.4617209778072437	2.2435281167081345e-06	0.046059632236018	1.3366795339902344
SCN8A	1.4616467232175552	0.00017670790378642757	1.0	-0.0
CCDC144C	1.461359635306519	0.014040929967436937	1.0	-0.0
KIAA0319	1.46086962126311	0.0017858634911179876	1.0	-0.0
VSTM2A	1.4603206467429688	0.18416012797595008	1.0	-0.0
CHAF1B	1.460224739724615	2.5009597561442946e-16	5.134470379364237e-12	11.289504347233605
C1orf182	1.4602087250181905	1.147543848103417e-05	0.2355907520156315	0.627841761539472
CHI3L1	1.4597608373492807	0.115010461015139	1.0	-0.0
KLHL1	1.4590150521737533	0.6279244725862887	1.0	-0.0
SLC22A16	1.4584629150613848	0.15669233719020975	1.0	-0.0
HYAL4	1.457996628936657	0.22678466499665437	1.0	-0.0
LZTS1	1.457283519803541	0.002882870169950601	1.0	-0.0
MYH16	1.4556597828566695	0.08560392172105202	1.0	-0.0
BOP1	1.4555929381013168	2.8505011726166274e-15	5.852078907381936e-11	10.232689826632592
NCAPG2	1.4524309241895663	7.091014255653985e-25	1.4557852266857632e-20	19.836902692155782
TFPI2	1.4515082489172428	0.06445012432158773	1.0	-0.0
VCAN	1.4509842895327925	1.6358996587301158e-06	0.03358501999372928	1.473854388822376
LY6H	1.450530025192406	0.0895762205945156	1.0	-0.0
C1orf112	1.4500604859781276	1.6988358271431712e-22	3.4877099531249306e-18	17.45745963927703
SOX3	1.4495251194247243	0.15893571975931592	1.0	-0.0
C1orf68	1.4493998822623761	0.34026202332781463	1.0	-0.0
TRIM17	1.4493974228515984	0.00029046276464009534	1.0	-0.0
GPM6A	1.4487601130525967	0.05147046846685574	1.0	-0.0
BEGAIN	1.4485716174043706	0.07879960255782474	1.0	-0.0
TMEM114	1.4482698851318074	0.5541657164711772	1.0	-0.0
GABRG3	1.4449237318993977	0.03874966843002817	1.0	-0.0
PAX4	1.4427938343659206	0.5883188185489561	1.0	-0.0
AMY2B	1.4423910763528767	0.6629652877259311	1.0	-0.0
ATHL1	1.4407582825756684	0.003084135310547659	1.0	-0.0
COL5A1	1.4405970018272214	5.7551694895138005e-05	1.0	-0.0
SCN3A	1.440502585974201	0.05177199637673403	1.0	-0.0
RFPL1S	1.4375606290723137	0.032187529548173874	1.0	-0.0
C6orf10	1.4373213375878056	0.023130642223072	1.0	-0.0
CDH22	1.436086667660506	0.044563641476891847	1.0	-0.0
BRCA1	1.4344093676124379	1.4057121123290673e-18	2.885926966611575e-14	13.539714663678742
TRIM49L	1.4338958647006161	0.6835710291301571	1.0	-0.0
SYCP2L	1.4332756743331267	0.0023981198089023073	1.0	-0.0
SNX32	1.4329817995615066	0.0017498319511797392	1.0	-0.0
RPPH1	1.4319375188224797	0.04433284379231883	1.0	-0.0
FGF21	1.4301677660180285	0.3933334803417592	1.0	-0.0
CLVS1	1.4291186580474071	0.0066195682048846615	1.0	-0.0
KCNE1L	1.4284839855198666	0.14735289085918818	1.0	-0.0
MIA	1.4280553454018285	0.2356574559499574	1.0	-0.0
NDRG4	1.4254655368708722	0.015855041964838914	1.0	-0.0
NRIP3	1.4251221557476033	0.042527883634942205	1.0	-0.0
RGAG1	1.42463632213983	0.66040685554832	1.0	-0.0
CT45A6	1.4239714051876096	0.331462316271959	1.0	-0.0
LRFN2	1.4237344195796555	0.09412882399062615	1.0	-0.0
C18orf2	1.4237086247025241	0.015182455793949166	1.0	-0.0
COX6B2	1.4232268358117146	0.04188302911153196	1.0	-0.0
SCGB1D1	1.4223750949459428	0.3405446383913313	1.0	-0.0
PRSS16	1.4217912524198386	0.39328787051241354	1.0	-0.0
ATP8B3	1.4211529108437189	4.8432030287437556e-05	0.9943095818010931	0.0024783754265798232
NTNG2	1.4203260217363916	0.052360216323398	1.0	-0.0
WDR87	1.4201893052925716	0.2519310248755623	1.0	-0.0
CCDC150	1.4187097516672242	1.6236785860166464e-06	0.03333412137092175	1.4771109876297392
CGB2	1.4180270131250798	0.3949385366346384	1.0	-0.0
SP8	1.4179682582402537	0.1062906366650298	1.0	-0.0
FOXN4	1.4175774762811262	0.07048262143073343	1.0	-0.0
OPRM1	1.4168943264054366	0.38283632910887055	1.0	-0.0
HIST1H3H	1.4161894117859202	4.05034120467775e-06	0.0831535049320342	1.0801194404846117
MMP12	1.4154627251497667	0.011309276125718908	1.0	-0.0
GDF6	1.4141281144035247	0.04810387374157738	1.0	-0.0
NHLH1	1.4135373739739963	0.018299360304800675	1.0	-0.0
C17orf78	1.413385993428973	0.5355284343749691	1.0	-0.0
RHPN1	1.413134538083849	1.1383573719662084e-10	2.337047684646626e-06	5.631332426260907
ELAVL3	1.4125237282554517	0.054163300259833784	1.0	-0.0
RAC3	1.4114857181269809	7.323784826254427e-10	1.5035730248300339e-05	4.82287547444037
MYL4	1.4114368474078098	0.5256628968760773	1.0	-0.0
CALHM1	1.4108506493376196	0.216152155248988	1.0	-0.0
MAP2	1.4105151381141283	0.007096297949250513	1.0	-0.0
NKX2-5	1.4104938443499782	0.023003824734727077	1.0	-0.0
FKBP10	1.4104258622012864	8.27437984213188e-13	1.698730181589675e-08	7.76987559697112
HRH2	1.4100780377852828	0.017912293894198753	1.0	-0.0
PPM1N	1.4096761903024966	0.005681926891698954	1.0	-0.0
MSH5	1.4095552466881562	3.026695830551598e-14	6.213806540122432e-10	9.20664227214078
SALL3	1.4087366187971777	0.040788931293135364	1.0	-0.0
F2RL2	1.407328457928445	0.001035264531731374	1.0	-0.0
ARHGAP33	1.406624979781384	3.4648355166614065e-09	7.113307315705867e-05	4.147928428103476
HIST1H3B	1.4057917335229035	0.002775352137749125	1.0	-0.0
CRLF2	1.4040125251874653	0.10218383608513842	1.0	-0.0
C17orf99	1.4038042960879835	0.08625657770539918	1.0	-0.0
RASL10A	1.4037684659774605	0.10214960389762684	1.0	-0.0
GBP5	1.4035038347973012	0.0009750626688646396	1.0	-0.0
H2AFX	1.4033450785254633	3.5821642182801983e-19	7.354183140129246e-15	14.133465559161582
C1orf186	1.4028923471588932	0.010630365723027972	1.0	-0.0
OPCML	1.4024608490704633	0.07429950351023144	1.0	-0.0
MYF5	1.4015770226375275	0.6288795055604303	1.0	-0.0
SYCP2	1.4010857134106267	0.0013217557756469527	1.0	-0.0
ZCCHC16	1.4002546879390039	0.09893998997149679	1.0	-0.0
FAP	1.3994677214177411	6.735348799146389e-06	0.13827671084647536	0.8592509594609512
DONSON	1.398748855834481	3.605183622738587e-27	7.401441977482319e-23	22.13068366109928
RFX6	1.3968283571702989	0.3239704785332925	1.0	-0.0
DDX11	1.3955894391598012	3.9452927706374387e-11	8.099686058118662e-07	6.091531813944682
SRRM3	1.3930217397538298	0.00026892087888426974	1.0	-0.0
UCP1	1.3917328993463078	0.6985080929396341	1.0	-0.0
MSTN	1.3913574634015742	0.1042903432186556	1.0	-0.0
HIST1H4E	1.391275355767682	0.00020736521983433692	1.0	-0.0
BEND6	1.391266819867675	6.7463757312685345e-06	0.138503093762943	0.8585405255947081
C12orf50	1.3911946291236745	0.7400648131345403	1.0	-0.0
PSORS1C1	1.3911489793302723	2.63109899300572e-06	0.05401646232640744	1.2674738622520483
PFKFB4	1.3893951773971844	1.1240361031213187e-12	2.3076461197080674e-08	7.636830789988394
FOXR1	1.3889656395401235	0.20873717258107355	1.0	-0.0
KRT37	1.388513147607388	0.19296900738030495	1.0	-0.0
EIF4EBP1	1.3882142398117718	1.1080934586301584e-08	0.00022749158705677152	3.643034659500843
ACTBL2	1.385634774515331	0.40035805714180406	1.0	-0.0
GOLGA6L1	1.3846510943987451	0.2326314652448414	1.0	-0.0
PMFBP1	1.3846095022001568	3.1855571788282e-05	0.6539948888134294	0.1844256458176252
KCNQ1OT1	1.3844544650495507	0.005582019552517578	1.0	-0.0
C2orf27A	1.3844260714221646	6.603859704659704e-07	0.013557723973666372	1.8678132122862792
CCDC154	1.3843188883618849	0.007591929246564597	1.0	-0.0
GALR1	1.3840050675494844	0.11956185546773443	1.0	-0.0
LOC642846	1.3838446676780203	3.889876653571737e-13	7.985916769782776e-09	8.097675220389167
SLC17A9	1.3832216947760143	0.0006067138890682492	1.0	-0.0
RGS7	1.382212291354982	0.04044189695752855	1.0	-0.0
NPFFR2	1.3821392612231134	0.1125937467553763	1.0	-0.0
SCGN	1.3798004990550536	0.14766401951567937	1.0	-0.0
LRFN4	1.3793090562319277	6.096153814620622e-13	1.2515403781416136e-08	7.902555134292906
NRXN2	1.378187550405804	0.003933717198642037	1.0	-0.0
LOC643719	1.376512323199612	0.7412934639963559	1.0	-0.0
FMN2	1.376428363964954	0.016397132954850097	1.0	-0.0
MC4R	1.3764169249412543	0.11900665342074611	1.0	-0.0
ZP1	1.3761548112466868	0.049332126186323766	1.0	-0.0
CHAF1A	1.37558219407269	9.340504361753606e-23	1.9176055454680152e-18	17.717240723048935
COX8C	1.3753509692573191	0.14836040578794488	1.0	-0.0
CKS1B	1.3737736245992327	1.6306546314283108e-14	3.347733958322322e-10	9.475249062334512
DBF4	1.3730667008835402	5.9855642470368745e-22	1.2288363399166704e-17	16.91050595389466
CT47A9	1.3721469903888872	0.6109383691908374	1.0	-0.0
MSL3L2	1.3720368598450188	2.04693169966425e-16	4.202350779410705e-12	11.376507698906716
CKAP2	1.3714264693336755	1.0750715140768058e-22	2.207121818399682e-18	17.656173696018794
HIST1H4H	1.37039123966069	1.3252671840201191e-05	0.27207735287933044	0.5653076064336562
IL23A	1.3698124392103024	0.003580646676001932	1.0	-0.0
C4orf21	1.3696374074073878	9.505605251360225e-12	1.9515007581042543e-07	6.709631275671264
FCRLB	1.3685747302527123	0.10082932013482582	1.0	-0.0
TIMELESS	1.3684179159858676	5.641489812134835e-23	1.1581978584312815e-18	17.936217242435227
ARHGDIG	1.3680424670264024	0.060921404872811516	1.0	-0.0
DRD4	1.3679892728254974	0.17096518896913054	1.0	-0.0
UGT3A2	1.3677193840322994	0.21973979599109617	1.0	-0.0
KIAA1875	1.3675818568911104	1.8161166209014515e-08	0.00037284874227106797	3.428467317574419
OTOF	1.3665461904872314	0.10409233476939553	1.0	-0.0
TP53TG3B	1.3664414382987	0.008264098924142845	1.0	-0.0
ASCL4	1.3661857583003028	0.2921509631068484	1.0	-0.0
ABCC8	1.3661724473702703	0.12118167434886762	1.0	-0.0
CABP7	1.3657089421262256	0.08131997246347183	1.0	-0.0
MLN	1.3650631758810696	0.3004681411138749	1.0	-0.0
